incident_id,service,severity,status,root_cause,opened_at,resolved_at,mttr_minutes,sla_minutes,sla_breached,assigned_to,notes
INC-0320,notification-service,P3,Resolved,Misconfiguration after deploy,2025-03-04 14:48:29,2025-03-06 14:45:29,2877,1440,Yes,ANL-001,Incident on notification-service. Root cause: Misconfiguration after deploy.
INC-0321,auth-service,P3,Resolved,Memory leak,2025-05-14 02:49:17,2025-05-15 01:03:17,1334,1440,No,ANL-004,Incident on auth-service. Root cause: Memory leak.
INC-0322,auth-service,P4,Resolved,Database connection exhaustion,2026-02-15 05:36:02,2026-02-16 22:12:02,2436,4320,No,ANL-002,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0323,inventory-service,P2,Resolved,Misconfiguration after deploy,2025-02-06 03:58:40,2025-02-06 07:23:40,205,240,No,ANL-003,Incident on inventory-service. Root cause: Misconfiguration after deploy.
INC-0324,user-portal,P4,Resolved,DDoS attack pattern,2025-01-13 03:53:16,2025-01-14 00:07:16,1214,4320,No,ANL-005,Incident on user-portal. Root cause: DDoS attack pattern.
INC-0325,payments-api,P2,In Progress,Misconfiguration after deploy,2025-05-07 04:17:31,,,240,No,ANL-002,Incident on payments-api. Root cause: Misconfiguration after deploy.
INC-0326,reporting-engine,P3,In Progress,Certificate expiry,2025-03-02 21:59:53,,,1440,No,ANL-003,Incident on reporting-engine. Root cause: Certificate expiry.
INC-0327,api-gateway,P1,In Progress,Third-party API timeout,2026-04-22 19:16:38,,,60,No,ANL-004,Incident on api-gateway. Root cause: Third-party API timeout.
INC-0328,database-cluster,P4,Resolved,Network packet loss,2026-01-17 01:30:40,2026-01-19 14:47:40,3677,4320,No,ANL-003,Incident on database-cluster. Root cause: Network packet loss.
INC-0329,auth-service,P3,In Progress,Disk space exhaustion,2025-03-08 13:27:14,,,1440,No,ANL-003,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0330,payments-api,P4,Resolved,Certificate expiry,2025-10-23 03:42:47,2025-10-24 03:18:47,1416,4320,No,ANL-004,Incident on payments-api. Root cause: Certificate expiry.
INC-0331,database-cluster,P3,Resolved,Network packet loss,2025-10-07 13:20:54,2025-10-08 13:40:54,1460,1440,Yes,ANL-001,Incident on database-cluster. Root cause: Network packet loss.
INC-0332,search-service,P2,Open,CPU spike from batch job,2026-02-03 00:35:23,,,240,No,ANL-001,Incident on search-service. Root cause: CPU spike from batch job.
INC-0333,email-relay,P1,Open,Third-party API timeout,2025-09-09 23:49:10,,,60,No,ANL-001,Incident on email-relay. Root cause: Third-party API timeout.
INC-0334,search-service,P2,In Progress,Upstream dependency failure,2026-03-21 06:06:54,,,240,No,ANL-002,Incident on search-service. Root cause: Upstream dependency failure.
INC-0335,database-cluster,P3,Resolved,Misconfiguration after deploy,2026-01-19 00:29:47,2026-01-20 09:49:47,2000,1440,Yes,ANL-001,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0336,auth-service,P2,Resolved,Database connection exhaustion,2025-10-08 11:51:22,2025-10-08 17:17:22,326,240,Yes,ANL-002,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0337,inventory-service,P3,Resolved,Database connection exhaustion,2025-04-16 05:42:28,2025-04-16 18:22:28,760,1440,No,ANL-001,Incident on inventory-service. Root cause: Database connection exhaustion.
INC-0338,reporting-engine,P4,Resolved,DDoS attack pattern,2025-12-08 22:21:00,2025-12-11 10:41:00,3620,4320,No,ANL-004,Incident on reporting-engine. Root cause: DDoS attack pattern.
INC-0339,user-portal,P4,In Progress,Misconfiguration after deploy,2025-09-07 01:37:54,,,4320,No,ANL-002,Incident on user-portal. Root cause: Misconfiguration after deploy.
INC-0340,api-gateway,P3,Open,Misconfiguration after deploy,2026-05-07 14:09:25,,,1440,No,ANL-005,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0341,payments-api,P4,In Progress,DDoS attack pattern,2025-03-30 11:01:22,,,4320,No,ANL-002,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0342,inventory-service,P3,Resolved,Upstream dependency failure,2025-12-07 13:23:33,2025-12-07 20:18:33,415,1440,No,ANL-001,Incident on inventory-service. Root cause: Upstream dependency failure.
INC-0343,auth-service,P4,Resolved,Certificate expiry,2026-05-07 22:14:22,2026-05-09 20:09:22,2755,4320,No,ANL-002,Incident on auth-service. Root cause: Certificate expiry.
INC-0344,reporting-engine,P2,In Progress,Database connection exhaustion,2025-12-15 19:12:37,,,240,No,ANL-004,Incident on reporting-engine. Root cause: Database connection exhaustion.
INC-0345,search-service,P3,In Progress,Memory leak,2025-10-07 06:06:55,,,1440,No,ANL-005,Incident on search-service. Root cause: Memory leak.
INC-0346,api-gateway,P3,In Progress,Certificate expiry,2026-05-18 12:57:04,,,1440,No,ANL-001,Incident on api-gateway. Root cause: Certificate expiry.
INC-0347,api-gateway,P3,Resolved,Disk space exhaustion,2025-03-24 06:56:58,2025-03-25 02:34:58,1178,1440,No,ANL-001,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0348,search-service,P2,Resolved,Third-party API timeout,2026-03-23 19:09:54,2026-03-23 22:21:54,192,240,No,ANL-004,Incident on search-service. Root cause: Third-party API timeout.
INC-0349,user-portal,P3,Open,DDoS attack pattern,2025-01-20 01:52:51,,,1440,No,ANL-001,Incident on user-portal. Root cause: DDoS attack pattern.
INC-0350,auth-service,P2,Resolved,Certificate expiry,2025-09-28 13:19:00,2025-09-28 14:40:00,81,240,No,ANL-003,Incident on auth-service. Root cause: Certificate expiry.
INC-0351,api-gateway,P3,Open,Network packet loss,2025-03-17 19:49:30,,,1440,No,ANL-004,Incident on api-gateway. Root cause: Network packet loss.
INC-0352,payments-api,P3,Resolved,DDoS attack pattern,2026-05-19 07:02:05,2026-05-19 16:57:05,595,1440,No,ANL-002,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0353,user-portal,P4,Resolved,CPU spike from batch job,2025-05-05 09:08:45,2025-05-07 14:21:45,3193,4320,No,ANL-005,Incident on user-portal. Root cause: CPU spike from batch job.
INC-0354,user-portal,P3,Open,Certificate expiry,2026-05-13 11:23:29,,,1440,No,ANL-004,Incident on user-portal. Root cause: Certificate expiry.
INC-0355,inventory-service,P1,Open,Third-party API timeout,2025-11-30 15:26:43,,,60,No,ANL-001,Incident on inventory-service. Root cause: Third-party API timeout.
INC-0356,email-relay,P3,Resolved,Database connection exhaustion,2026-02-22 00:20:11,2026-02-23 02:38:11,1578,1440,Yes,ANL-003,Incident on email-relay. Root cause: Database connection exhaustion.
INC-0357,auth-service,P3,Resolved,CPU spike from batch job,2026-05-12 09:50:51,2026-05-13 00:47:51,897,1440,No,ANL-005,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0358,api-gateway,P3,In Progress,DDoS attack pattern,2025-12-22 15:08:23,,,1440,No,ANL-002,Incident on api-gateway. Root cause: DDoS attack pattern.
INC-0359,email-relay,P4,Resolved,Third-party API timeout,2025-03-07 19:53:28,2025-03-09 10:11:28,2298,4320,No,ANL-003,Incident on email-relay. Root cause: Third-party API timeout.
INC-0360,api-gateway,P2,Open,Certificate expiry,2026-02-01 18:27:56,,,240,No,ANL-004,Incident on api-gateway. Root cause: Certificate expiry.
INC-0361,user-portal,P3,In Progress,Network packet loss,2026-05-09 14:36:33,,,1440,No,ANL-002,Incident on user-portal. Root cause: Network packet loss.
INC-0362,user-portal,P3,In Progress,DDoS attack pattern,2025-12-17 07:16:02,,,1440,No,ANL-001,Incident on user-portal. Root cause: DDoS attack pattern.
INC-0363,payments-api,P4,In Progress,Upstream dependency failure,2025-10-26 05:14:17,,,4320,No,ANL-005,Incident on payments-api. Root cause: Upstream dependency failure.
INC-0364,auth-service,P3,Resolved,Network packet loss,2026-01-15 14:01:09,2026-01-16 12:48:09,1367,1440,No,ANL-001,Incident on auth-service. Root cause: Network packet loss.
INC-0365,database-cluster,P3,Resolved,Memory leak,2025-08-02 11:37:47,2025-08-03 01:08:47,811,1440,No,ANL-005,Incident on database-cluster. Root cause: Memory leak.
INC-0366,inventory-service,P2,Resolved,CPU spike from batch job,2026-02-01 18:06:49,2026-02-01 21:30:49,204,240,No,ANL-005,Incident on inventory-service. Root cause: CPU spike from batch job.
INC-0367,search-service,P2,In Progress,Memory leak,2025-12-09 19:40:09,,,240,No,ANL-002,Incident on search-service. Root cause: Memory leak.
INC-0368,database-cluster,P4,Resolved,Memory leak,2025-12-16 07:37:06,2025-12-20 17:34:06,6357,4320,Yes,ANL-003,Incident on database-cluster. Root cause: Memory leak.
INC-0369,notification-service,P4,Resolved,Upstream dependency failure,2026-04-02 15:41:44,2026-04-06 07:52:44,5291,4320,Yes,ANL-005,Incident on notification-service. Root cause: Upstream dependency failure.
INC-0370,notification-service,P3,In Progress,Upstream dependency failure,2025-02-16 02:30:36,,,1440,No,ANL-003,Incident on notification-service. Root cause: Upstream dependency failure.
INC-0371,auth-service,P3,In Progress,Misconfiguration after deploy,2025-08-13 17:33:45,,,1440,No,ANL-003,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0372,payments-api,P4,Resolved,Certificate expiry,2025-11-16 16:42:34,2025-11-19 09:04:34,3862,4320,No,ANL-003,Incident on payments-api. Root cause: Certificate expiry.
INC-0373,notification-service,P4,Resolved,Certificate expiry,2025-09-08 04:19:04,2025-09-11 22:36:04,5417,4320,Yes,ANL-004,Incident on notification-service. Root cause: Certificate expiry.
INC-0374,payments-api,P3,Resolved,Disk space exhaustion,2025-12-18 01:44:11,2025-12-18 16:54:11,910,1440,No,ANL-001,Incident on payments-api. Root cause: Disk space exhaustion.
INC-0375,inventory-service,P3,In Progress,Network packet loss,2025-09-12 05:06:51,,,1440,No,ANL-001,Incident on inventory-service. Root cause: Network packet loss.
INC-0376,inventory-service,P4,In Progress,DDoS attack pattern,2025-02-19 04:34:10,,,4320,No,ANL-004,Incident on inventory-service. Root cause: DDoS attack pattern.
INC-0377,inventory-service,P2,Resolved,Misconfiguration after deploy,2025-09-08 18:38:33,2025-09-08 20:32:33,114,240,No,ANL-003,Incident on inventory-service. Root cause: Misconfiguration after deploy.
INC-0378,auth-service,P3,Resolved,Memory leak,2025-02-05 16:26:17,2025-02-07 09:09:17,2443,1440,Yes,ANL-004,Incident on auth-service. Root cause: Memory leak.
INC-0379,inventory-service,P1,Open,Network packet loss,2025-01-01 12:36:00,,,60,No,ANL-002,Incident on inventory-service. Root cause: Network packet loss.
INC-0380,database-cluster,P4,Resolved,Certificate expiry,2025-08-01 20:05:34,2025-08-04 10:27:34,3742,4320,No,ANL-003,Incident on database-cluster. Root cause: Certificate expiry.
INC-0381,user-portal,P2,Resolved,Memory leak,2025-11-04 20:20:32,2025-11-05 00:06:32,226,240,No,ANL-002,Incident on user-portal. Root cause: Memory leak.
INC-0382,auth-service,P3,Resolved,Upstream dependency failure,2026-01-06 08:19:16,2026-01-07 11:43:16,1644,1440,Yes,ANL-002,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0383,auth-service,P3,Resolved,Memory leak,2025-09-24 20:41:10,2025-09-25 17:52:10,1271,1440,No,ANL-004,Incident on auth-service. Root cause: Memory leak.
INC-0384,reporting-engine,P3,Resolved,Database connection exhaustion,2025-03-21 13:22:51,2025-03-22 03:10:51,828,1440,No,ANL-003,Incident on reporting-engine. Root cause: Database connection exhaustion.
INC-0385,payments-api,P3,In Progress,Certificate expiry,2025-02-23 03:17:05,,,1440,No,ANL-005,Incident on payments-api. Root cause: Certificate expiry.
INC-0386,api-gateway,P1,Resolved,Upstream dependency failure,2026-05-03 20:15:37,2026-05-03 20:58:37,43,60,No,ANL-004,Incident on api-gateway. Root cause: Upstream dependency failure.
INC-0387,payments-api,P3,Resolved,Database connection exhaustion,2025-04-19 18:02:02,2025-04-20 07:26:02,804,1440,No,ANL-005,Incident on payments-api. Root cause: Database connection exhaustion.
INC-0388,api-gateway,P3,Resolved,Certificate expiry,2025-07-12 11:04:22,2025-07-13 07:43:22,1239,1440,No,ANL-001,Incident on api-gateway. Root cause: Certificate expiry.
INC-0389,database-cluster,P2,Resolved,Memory leak,2026-05-27 09:33:56,2026-05-27 13:08:56,215,240,No,ANL-002,Incident on database-cluster. Root cause: Memory leak.
INC-0390,database-cluster,P3,Open,Memory leak,2025-07-05 21:38:27,,,1440,No,ANL-004,Incident on database-cluster. Root cause: Memory leak.
INC-0391,payments-api,P2,Resolved,CPU spike from batch job,2025-01-10 08:56:43,2025-01-10 12:28:43,212,240,No,ANL-003,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0392,auth-service,P2,Resolved,DDoS attack pattern,2026-03-01 08:49:05,2026-03-01 12:14:05,205,240,No,ANL-004,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0393,email-relay,P4,Resolved,Database connection exhaustion,2025-01-11 17:07:41,2025-01-12 12:15:41,1148,4320,No,ANL-002,Incident on email-relay. Root cause: Database connection exhaustion.
INC-0394,reporting-engine,P1,In Progress,CPU spike from batch job,2025-08-11 12:31:10,,,60,No,ANL-004,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0395,database-cluster,P3,Resolved,Database connection exhaustion,2025-08-29 17:04:59,2025-08-30 04:16:59,672,1440,No,ANL-005,Incident on database-cluster. Root cause: Database connection exhaustion.
INC-0396,payments-api,P4,In Progress,DDoS attack pattern,2025-10-31 11:45:47,,,4320,No,ANL-001,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0397,auth-service,P3,Open,Upstream dependency failure,2025-03-08 23:07:22,,,1440,No,ANL-001,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0398,user-portal,P3,Resolved,Database connection exhaustion,2025-01-10 20:05:31,2025-01-11 12:38:31,993,1440,No,ANL-001,Incident on user-portal. Root cause: Database connection exhaustion.
INC-0399,auth-service,P2,Resolved,Misconfiguration after deploy,2025-05-10 16:24:54,2025-05-10 19:37:54,193,240,No,ANL-002,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0400,auth-service,P3,Resolved,DDoS attack pattern,2025-11-30 11:11:24,2025-11-30 21:12:24,601,1440,No,ANL-005,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0401,payments-api,P1,In Progress,Network packet loss,2025-12-20 13:30:05,,,60,No,ANL-003,Incident on payments-api. Root cause: Network packet loss.
INC-0402,api-gateway,P1,Resolved,Certificate expiry,2025-07-18 03:42:30,2025-07-18 04:07:30,25,60,No,ANL-005,Incident on api-gateway. Root cause: Certificate expiry.
INC-0403,auth-service,P3,Resolved,Memory leak,2025-01-10 13:03:58,2025-01-12 06:35:58,2492,1440,Yes,ANL-001,Incident on auth-service. Root cause: Memory leak.
INC-0404,user-portal,P3,Open,Memory leak,2026-03-06 10:08:47,,,1440,No,ANL-002,Incident on user-portal. Root cause: Memory leak.
INC-0405,database-cluster,P3,Resolved,Database connection exhaustion,2026-03-20 22:12:09,2026-03-21 15:07:09,1015,1440,No,ANL-001,Incident on database-cluster. Root cause: Database connection exhaustion.
INC-0406,auth-service,P3,Open,CPU spike from batch job,2025-02-05 16:10:15,,,1440,No,ANL-001,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0407,payments-api,P4,In Progress,DDoS attack pattern,2025-03-09 02:20:34,,,4320,No,ANL-004,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0408,database-cluster,P1,Open,Third-party API timeout,2025-07-08 10:05:36,,,60,No,ANL-003,Incident on database-cluster. Root cause: Third-party API timeout.
INC-0409,search-service,P3,Resolved,Upstream dependency failure,2025-04-27 22:45:38,2025-04-28 11:25:38,760,1440,No,ANL-004,Incident on search-service. Root cause: Upstream dependency failure.
INC-0410,auth-service,P1,Open,DDoS attack pattern,2025-01-02 03:15:15,,,60,No,ANL-003,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0411,reporting-engine,P2,Resolved,Network packet loss,2025-02-16 12:31:30,2025-02-16 14:31:30,120,240,No,ANL-003,Incident on reporting-engine. Root cause: Network packet loss.
INC-0412,reporting-engine,P2,Resolved,DDoS attack pattern,2025-12-23 02:16:37,2025-12-23 05:29:37,193,240,No,ANL-005,Incident on reporting-engine. Root cause: DDoS attack pattern.
INC-0413,auth-service,P2,In Progress,Database connection exhaustion,2026-04-05 17:44:12,,,240,No,ANL-001,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0414,database-cluster,P3,Open,Misconfiguration after deploy,2025-09-02 16:11:30,,,1440,No,ANL-003,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0415,notification-service,P3,Resolved,Certificate expiry,2026-03-31 03:44:52,2026-04-01 06:26:52,1602,1440,Yes,ANL-002,Incident on notification-service. Root cause: Certificate expiry.
INC-0416,reporting-engine,P2,Resolved,Database connection exhaustion,2026-02-21 06:21:27,2026-02-21 08:41:27,140,240,No,ANL-002,Incident on reporting-engine. Root cause: Database connection exhaustion.
INC-0417,payments-api,P3,In Progress,Certificate expiry,2025-08-25 06:58:41,,,1440,No,ANL-001,Incident on payments-api. Root cause: Certificate expiry.
INC-0418,payments-api,P2,Open,Upstream dependency failure,2025-10-04 07:31:32,,,240,No,ANL-005,Incident on payments-api. Root cause: Upstream dependency failure.
INC-0419,auth-service,P1,In Progress,Disk space exhaustion,2025-12-18 05:38:26,,,60,No,ANL-005,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0420,auth-service,P2,Resolved,Memory leak,2025-02-17 21:35:48,2025-02-17 23:10:48,95,240,No,ANL-002,Incident on auth-service. Root cause: Memory leak.
INC-0421,payments-api,P2,Resolved,Third-party API timeout,2026-04-01 06:02:43,2026-04-01 09:57:43,235,240,No,ANL-001,Incident on payments-api. Root cause: Third-party API timeout.
INC-0422,inventory-service,P1,Resolved,Certificate expiry,2025-03-13 10:36:21,2025-03-13 12:27:21,111,60,Yes,ANL-001,Incident on inventory-service. Root cause: Certificate expiry.
INC-0423,email-relay,P1,Open,Disk space exhaustion,2025-11-03 19:18:33,,,60,No,ANL-001,Incident on email-relay. Root cause: Disk space exhaustion.
INC-0424,notification-service,P3,Resolved,Certificate expiry,2025-08-02 14:01:54,2025-08-03 08:05:54,1084,1440,No,ANL-004,Incident on notification-service. Root cause: Certificate expiry.
INC-0425,database-cluster,P4,In Progress,Network packet loss,2025-11-17 00:05:28,,,4320,No,ANL-004,Incident on database-cluster. Root cause: Network packet loss.
INC-0426,reporting-engine,P1,In Progress,Upstream dependency failure,2026-05-15 03:54:40,,,60,No,ANL-002,Incident on reporting-engine. Root cause: Upstream dependency failure.
INC-0427,auth-service,P3,In Progress,DDoS attack pattern,2026-01-08 13:57:57,,,1440,No,ANL-004,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0428,reporting-engine,P3,Resolved,Misconfiguration after deploy,2025-05-20 16:00:39,2025-05-21 08:58:39,1018,1440,No,ANL-003,Incident on reporting-engine. Root cause: Misconfiguration after deploy.
INC-0429,payments-api,P3,Resolved,Network packet loss,2026-02-16 05:19:59,2026-02-17 15:04:59,2025,1440,Yes,ANL-005,Incident on payments-api. Root cause: Network packet loss.
INC-0430,notification-service,P4,In Progress,Upstream dependency failure,2025-07-27 00:25:24,,,4320,No,ANL-001,Incident on notification-service. Root cause: Upstream dependency failure.
INC-0431,reporting-engine,P4,Resolved,DDoS attack pattern,2025-05-15 22:13:37,2025-05-18 07:31:37,3438,4320,No,ANL-002,Incident on reporting-engine. Root cause: DDoS attack pattern.
INC-0432,email-relay,P3,In Progress,Memory leak,2025-10-01 03:49:49,,,1440,No,ANL-005,Incident on email-relay. Root cause: Memory leak.
INC-0433,search-service,P2,Open,Misconfiguration after deploy,2025-05-17 08:36:55,,,240,No,ANL-001,Incident on search-service. Root cause: Misconfiguration after deploy.
INC-0434,auth-service,P2,Resolved,CPU spike from batch job,2026-01-07 06:21:38,2026-01-07 11:27:38,306,240,Yes,ANL-003,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0435,api-gateway,P4,Resolved,Certificate expiry,2025-09-09 08:07:57,2025-09-13 02:05:57,5398,4320,Yes,ANL-001,Incident on api-gateway. Root cause: Certificate expiry.
INC-0436,payments-api,P2,Resolved,CPU spike from batch job,2025-10-11 10:02:23,2025-10-11 11:38:23,96,240,No,ANL-003,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0437,api-gateway,P3,Resolved,Misconfiguration after deploy,2025-09-08 13:45:34,2025-09-08 23:11:34,566,1440,No,ANL-002,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0438,api-gateway,P3,In Progress,Certificate expiry,2026-03-13 12:00:58,,,1440,No,ANL-003,Incident on api-gateway. Root cause: Certificate expiry.
INC-0439,reporting-engine,P2,Resolved,Misconfiguration after deploy,2025-08-17 18:11:59,2025-08-17 19:55:59,104,240,No,ANL-002,Incident on reporting-engine. Root cause: Misconfiguration after deploy.
INC-0440,payments-api,P3,In Progress,Memory leak,2025-05-22 10:14:59,,,1440,No,ANL-003,Incident on payments-api. Root cause: Memory leak.
INC-0441,auth-service,P4,Resolved,Database connection exhaustion,2026-01-21 09:33:35,2026-01-22 18:37:35,1984,4320,No,ANL-003,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0442,user-portal,P3,Resolved,Database connection exhaustion,2026-05-12 09:44:15,2026-05-13 20:48:15,2104,1440,Yes,ANL-004,Incident on user-portal. Root cause: Database connection exhaustion.
INC-0443,payments-api,P1,Resolved,DDoS attack pattern,2025-07-19 08:27:02,2025-07-19 10:21:02,114,60,Yes,ANL-001,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0444,user-portal,P1,Open,Disk space exhaustion,2026-01-18 23:42:52,,,60,No,ANL-003,Incident on user-portal. Root cause: Disk space exhaustion.
INC-0445,email-relay,P3,Open,Upstream dependency failure,2025-05-07 08:08:13,,,1440,No,ANL-001,Incident on email-relay. Root cause: Upstream dependency failure.
INC-0446,api-gateway,P4,Resolved,Misconfiguration after deploy,2025-03-23 08:12:59,2025-03-26 11:06:59,4494,4320,Yes,ANL-003,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0447,search-service,P2,In Progress,Database connection exhaustion,2025-09-20 11:51:19,,,240,No,ANL-005,Incident on search-service. Root cause: Database connection exhaustion.
INC-0448,auth-service,P4,Resolved,Third-party API timeout,2025-12-04 06:04:54,2025-12-06 05:30:54,2846,4320,No,ANL-001,Incident on auth-service. Root cause: Third-party API timeout.
INC-0449,reporting-engine,P2,Resolved,CPU spike from batch job,2026-02-24 12:40:04,2026-02-24 17:38:04,298,240,Yes,ANL-003,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0450,email-relay,P2,Resolved,CPU spike from batch job,2026-01-17 07:56:21,2026-01-17 13:46:21,350,240,Yes,ANL-001,Incident on email-relay. Root cause: CPU spike from batch job.
INC-0451,payments-api,P3,Resolved,Network packet loss,2025-06-05 02:12:29,2025-06-05 18:15:29,963,1440,No,ANL-001,Incident on payments-api. Root cause: Network packet loss.
INC-0452,inventory-service,P2,Open,Database connection exhaustion,2025-08-28 12:07:26,,,240,No,ANL-004,Incident on inventory-service. Root cause: Database connection exhaustion.
INC-0453,search-service,P3,Resolved,Disk space exhaustion,2025-05-24 14:26:08,2025-05-24 23:32:08,546,1440,No,ANL-004,Incident on search-service. Root cause: Disk space exhaustion.
INC-0454,inventory-service,P3,Resolved,Network packet loss,2025-07-24 14:08:49,2025-07-25 05:07:49,899,1440,No,ANL-003,Incident on inventory-service. Root cause: Network packet loss.
INC-0455,auth-service,P3,In Progress,Database connection exhaustion,2025-09-25 00:44:09,,,1440,No,ANL-004,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0456,auth-service,P4,Open,Disk space exhaustion,2026-02-10 21:38:22,,,4320,No,ANL-005,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0457,inventory-service,P3,Open,Misconfiguration after deploy,2025-03-03 07:49:43,,,1440,No,ANL-001,Incident on inventory-service. Root cause: Misconfiguration after deploy.
INC-0458,payments-api,P3,Resolved,Network packet loss,2025-05-15 06:41:51,2025-05-15 17:42:51,661,1440,No,ANL-002,Incident on payments-api. Root cause: Network packet loss.
INC-0459,payments-api,P4,Resolved,Disk space exhaustion,2025-06-06 20:02:53,2025-06-12 06:00:53,7798,4320,Yes,ANL-005,Incident on payments-api. Root cause: Disk space exhaustion.
INC-0460,payments-api,P2,Open,Disk space exhaustion,2026-03-09 03:22:49,,,240,No,ANL-005,Incident on payments-api. Root cause: Disk space exhaustion.
INC-0461,auth-service,P3,In Progress,Third-party API timeout,2026-04-02 09:12:43,,,1440,No,ANL-004,Incident on auth-service. Root cause: Third-party API timeout.
INC-0462,payments-api,P2,Resolved,Third-party API timeout,2025-03-19 19:56:16,2025-03-20 02:31:16,395,240,Yes,ANL-005,Incident on payments-api. Root cause: Third-party API timeout.
INC-0463,api-gateway,P4,Open,Disk space exhaustion,2025-07-25 03:51:49,,,4320,No,ANL-004,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0464,database-cluster,P3,In Progress,Disk space exhaustion,2025-04-22 17:36:29,,,1440,No,ANL-005,Incident on database-cluster. Root cause: Disk space exhaustion.
INC-0465,api-gateway,P3,Open,Upstream dependency failure,2025-02-08 06:51:01,,,1440,No,ANL-003,Incident on api-gateway. Root cause: Upstream dependency failure.
INC-0466,database-cluster,P4,Resolved,Misconfiguration after deploy,2026-01-17 20:26:46,2026-01-22 13:58:46,6812,4320,Yes,ANL-002,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0467,api-gateway,P2,In Progress,Misconfiguration after deploy,2025-11-20 17:12:24,,,240,No,ANL-001,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0468,reporting-engine,P2,Resolved,Network packet loss,2026-02-06 04:17:03,2026-02-06 11:57:03,460,240,Yes,ANL-001,Incident on reporting-engine. Root cause: Network packet loss.
INC-0469,auth-service,P3,In Progress,Disk space exhaustion,2025-04-16 08:41:45,,,1440,No,ANL-005,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0470,auth-service,P1,Open,Upstream dependency failure,2025-01-26 16:29:20,,,60,No,ANL-001,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0471,api-gateway,P4,Open,Network packet loss,2026-01-28 08:14:17,,,4320,No,ANL-001,Incident on api-gateway. Root cause: Network packet loss.
INC-0472,email-relay,P3,Open,Network packet loss,2025-05-18 22:23:59,,,1440,No,ANL-005,Incident on email-relay. Root cause: Network packet loss.
INC-0473,payments-api,P3,Open,Misconfiguration after deploy,2025-01-22 07:42:51,,,1440,No,ANL-001,Incident on payments-api. Root cause: Misconfiguration after deploy.
INC-0474,notification-service,P2,Resolved,Upstream dependency failure,2025-06-10 13:44:41,2025-06-10 15:38:41,114,240,No,ANL-004,Incident on notification-service. Root cause: Upstream dependency failure.
INC-0475,inventory-service,P3,Resolved,Certificate expiry,2026-05-18 19:52:49,2026-05-19 02:10:49,378,1440,No,ANL-005,Incident on inventory-service. Root cause: Certificate expiry.
INC-0476,auth-service,P4,Resolved,Disk space exhaustion,2025-10-20 10:00:39,2025-10-25 03:52:39,6832,4320,Yes,ANL-004,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0477,search-service,P2,In Progress,Third-party API timeout,2025-11-05 11:27:35,,,240,No,ANL-001,Incident on search-service. Root cause: Third-party API timeout.
INC-0478,search-service,P1,Resolved,Third-party API timeout,2026-04-19 01:31:00,2026-04-19 02:09:00,38,60,No,ANL-003,Incident on search-service. Root cause: Third-party API timeout.
INC-0479,database-cluster,P3,Resolved,DDoS attack pattern,2025-08-04 01:30:33,2025-08-04 18:58:33,1048,1440,No,ANL-003,Incident on database-cluster. Root cause: DDoS attack pattern.
INC-0480,auth-service,P2,Resolved,Third-party API timeout,2025-11-10 20:56:26,2025-11-10 22:57:26,121,240,No,ANL-002,Incident on auth-service. Root cause: Third-party API timeout.
